GID_0,NAME_0,GID_1,NAME_1,GID_2,NAME_2,GID_3,NAME_3
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.5_1,Guji,ETH.8.5.12_1,Uraga
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.5_1,Guji,ETH.8.5.13_1,Wadera
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.5_1,Guji,ETH.8.5.10_1,Odo Shakiso
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.5_1,Guji,ETH.8.5.11_1,Saba Boru
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.3_1,Borena,ETH.8.3.10_1,Miyo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.3_1,Borena,ETH.8.3.11_1,Moyale
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.3_1,Borena,ETH.8.3.8_1,Gelana
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.3_1,Borena,ETH.8.3.9_1,Melka Soda
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.1_1,Alem Gena
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.2_1,Ameya
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.3_1,Borena,ETH.8.3.12_1,Teltele
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.3_1,Borena,ETH.8.3.13_1,Yabelo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.5_1,Goro
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.6_1,Ilu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.3_1,Becho
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.4_1,Dawo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.9_1,Seden Sodo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.10_1,Sodo Daci
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.7_1,Kersana Malima
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.4_1,Debub Mirab Shewa,ETH.8.4.8_1,Kondaltiti
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.10_1,Dabo Hana
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.11_1,Darimu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.8_1,Chora
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.9_1,Chwaka
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.14_1,Didu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.15_1,Dorani
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.12_1,Dedesa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.13_1,Dega
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.18_1,Hurumu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.19_1,Meko
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.16_1,Gechi
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.17_1,Halu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.22_1,Yayu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.1_1,Chora
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.20_1,Metu Zuria
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.21_1,Sale Nono
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.6_1,Horo Guduru,ETH.8.6.3_1,Abe Dongoro
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.6_1,Horo Guduru,ETH.8.6.4_1,Amuru
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.6_1,Horo Guduru,ETH.8.6.1_1,Ababo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.6_1,Horo Guduru,ETH.8.6.2_1,Abay Chomen
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.6_1,Horo Guduru,ETH.8.6.7_1,Jarte Jardega
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.6_1,Horo Guduru,ETH.8.6.8_1,Jimma Genete
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.6_1,Horo Guduru,ETH.8.6.5_1,Guduru
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.6_1,Horo Guduru,ETH.8.6.6_1,Horo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.2_1,Alge Sachi
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.3_1,Badele Zuria
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.6_1,Horo Guduru,ETH.8.6.9_1,Jimma Rare
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.1_1,Ale
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.6_1,Borecha
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.7_1,Bure
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.4_1,Becho
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.7_1,Ilubabor,ETH.8.7.5_1,Bilo Nopha
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.4_1,Gawo Kebe
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.5_1,Gidami
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.2_1,Dale Sadi
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.3_1,Dale Wabera
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.8_1,Lalo Kile
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.9_1,Sayo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.6_1,Hawa Galan
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.7_1,Jimma Horo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.2_1,Arsi Negele
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.3_1,Dodola
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.10_1,Yama Logi Welel
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.1_1,Adaba
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.6_1,Kokosa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.7_1,Kore
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.4_1,Gedeb Asasa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.5_1,Kofele
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.4_1,Goma
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.5_1,Gumay
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.2_1,Dedo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.3_1,Gera
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.8_1,Limu Seka
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.9_1,Mena
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.6_1,Kersa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.7_1,Limu Kosa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.12_1,Sekoru
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.13_1,Setema
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.10_1,Omo Nada
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.11_1,Seka Chekorsa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.16_1,Tiro Afeta
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.9_1,Kelem Wellega,ETH.8.9.1_1,Anfilo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.14_1,Shebe Sambo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.8_1,Jimma,ETH.8.8.15_1,Sigmo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.2_1,Adda Berga
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.3_1,Ambo Zuria
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.13_1,Tulo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.1_1,Abuna G/Beret
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.6_1,Dano
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.7_1,Dendi
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.4_1,Bako Tibe
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.5_1,Cheliya
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.10_1,Ifata
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.11_1,Jeldu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.8_1,Ejere
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.9_1,Ginde Beret
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.14_1,Mida Kegn
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.15_1,Nono
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.12_1,Jibat
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.13_1,Meta Robi
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.10_1,Shashemene Zuria
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.11_1,Siraro
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.8_1,Nenesebo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.10_1,Mirab Arsi,ETH.8.10.9_1,Shalla
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.3_1,Chiro Zuria
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.4_1,Daro Lebu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.1_1,Anchar
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.2_1,Boke
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.7_1,Goba Koricha
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.8_1,Habro
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.5_1,Doba
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.6_1,Gemechis
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.11_1,Mesela
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.12_1,Mieso
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.9_1,Hawi Gudina
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.11_1,Mirab Hararghe,ETH.8.11.10_1,Kuni
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.16_1,Nejo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.17_1,Nole Kaba
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.14_1,Lalo Asabi
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.15_1,Mana Sibu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.1_1,Babile
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.2_1,Bedeno
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.18_1,Sayo Nole
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.19_1,Yubdo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.5_1,Fedis
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.6_1,Girawa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.3_1,Chinaksen
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.4_1,Deder
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.9_1,Gursum
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.10_1,Haro Maya
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.7_1,Golo Oda
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.8_1,Goro Gutu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.18_1,Walmara
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.1_1,Ayira
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.16_1,Tikur Enchini
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.12_1,Mirab Shewa,ETH.8.12.17_1,Toke Kutaye
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.4_1,Boji Chekorsa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.5_1,Boji Dirmeji
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.2_1,Babo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.3_1,Begi
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.8_1,Gudetu Kondole
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.9_1,Guliso
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.6_1,Gaji
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.7_1,Gimbi
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.12_1,Jarso
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.13_1,Kiltu Kara
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.10_1,Haru
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.13_1,Mirab Welega,ETH.8.13.11_1,Homa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.11_1,Lome
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.1_1,Bila Seyo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.9_1,Gimbichu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.10_1,Liben Chukala
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.4_1,Gida Ayana
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.5_1,Gobu Seyo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.2_1,Boneya Boshe
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.3_1,Diga
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.8_1,Ibantu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.9_1,Jimma Arjo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.6_1,Guto Gida
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.7_1,Haro Limu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.12_1,Limu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.13_1,Nunu Kumba
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.10_1,Kiremu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.11_1,Leka Dulecha
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.13_1,Kombolcha
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.14_1,Kurfa Chele
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.11_1,Jarso
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.12_1,Kersa
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.17_1,Meyu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.18_1,Midega Tola
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.15_1,Malka Balo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.14_1,Misraq Harerge,ETH.8.14.16_1,Meta
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.3_1,Adami Tulu Jido Kombolcha
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.4_1,Akaki
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.1_1,Ada'a
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.2_1,Adama
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.7_1,Dugda
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.8_1,Fentale
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.5_1,Bora
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.15_1,Misraq Shewa,ETH.8.15.6_1,Boset
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.15_1,Wuchale
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.16_1,Yaya Gulele
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.13_1,Sululta
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.14_1,Wara Jarso
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.1_1,Afder,ETH.9.1.3_1,Chereti/Weyib
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.1_1,Afder,ETH.9.1.4_1,Dolobay
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.1_1,Afder,ETH.9.1.1_1,Afder
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.1_1,Afder,ETH.9.1.2_1,Bare
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.1_1,Afder,ETH.9.1.7_1,Hargele
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.1_1,Afder,ETH.9.1.8_1,Serer/Elkere
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.1_1,Afder,ETH.9.1.5_1,Goro Baqaqsa
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.1_1,Afder,ETH.9.1.6_1,Guradamole
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.2_1,Doolo,ETH.9.2.2_1,Danot
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.2_1,Doolo,ETH.9.2.3_1,Geladin
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.1_1,Afder,ETH.9.1.9_1,West Imi
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.2_1,Doolo,ETH.9.2.1_1,Boh
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.16_1,Wama Hagalo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.17_1,Wayu Tuka
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.14_1,Sasiga
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.16_1,Misraq Wellega,ETH.8.16.15_1,Sibu Sire
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.3_1,Bereh
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.4_1,Debre Libanos
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.1_1,Abichuna Gne'a
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.2_1,Aleltu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.7_1,Gerar Jarso
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.8_1,Hidabu Abote
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.5_1,Degem
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.6_1,Dera
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.11_1,Kuyu
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.12_1,Mulo
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.9_1,Jida
ETH,Ethiopia,ETH.8_1,Oromia,ETH.8.17_1,North Shewa,ETH.8.17.10_1,Kembibit
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.6_1,Liben,ETH.9.6.3_1,Hudet
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.6_1,Liben,ETH.9.6.4_1,Moyale
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.6_1,Liben,ETH.9.6.1_1,Dolo Odo
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.6_1,Liben,ETH.9.6.2_1,Filtu
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.7_1,Nogob,ETH.9.7.3_1,Gerbo
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.7_1,Nogob,ETH.9.7.4_1,Hamero
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.7_1,Nogob,ETH.9.7.1_1,Dihun
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.7_1,Nogob,ETH.9.7.2_1,Fik
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.7_1,Nogob,ETH.9.7.7_1,Segeg
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.7_1,Nogob,ETH.9.7.8_1,Selahad
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.7_1,Nogob,ETH.9.7.5_1,Lagahida
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.7_1,Nogob,ETH.9.7.6_1,Meyumuluka
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.8_1,Shabelle,ETH.9.8.3_1,East Imi
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.8_1,Shabelle,ETH.9.8.4_1,Ferfer
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.8_1,Shabelle,ETH.9.8.1_1,Adadle
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.8_1,Shabelle,ETH.9.8.2_1,Denan
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.3_1,Fafan,ETH.9.3.2_1,Babile
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.3_1,Fafan,ETH.9.3.3_1,Gursum
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.2_1,Doolo,ETH.9.2.4_1,Warder
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.3_1,Fafan,ETH.9.3.1_1,Aw-bare
ETH,Ethiopia,ETH.9_1,Somali,ETH.9.3_1,Fafan,ETH.9.3.6_1,Kebribeyah
